,name
494,"Самба Manoor 180 г/м2, 1,07*46 м, Сольвент, Латекс, УФ"
495,"Термопленка NOVA-FLOCK PREMIUM, 0,50*10 м, 8406 - синий"
496,"Термопленка NOVA-FLEX PU HIGH GLOSS, 0,50*10 м, 1102 - черный"
497,"Пленка для печати Allesti 100 мкм белая 2*50 м, глянцевая"
498,"Тентовая ткань ПВХ Nordfox, 650 г/м2, черный, RAL 9005, 2,5*50 м, 1000*1000, 20*20, полуглянец"
499,"Акрил ACRYMA 72 XT C, 12*2050*3050 мм, прозрачный, clear (оргстекло)"
501,"Угол ПВХ, перфорированный прямой 23*23 мм, 3 м"
503,"Профиль ПВХ, стартовая полоса 10 мм, 3 м, белый"
505,"Профиль ПВХ, F-образный 25*10 мм, 3 м"
507,"Тент укрывной из тарпаулина с люверсами, 150 г/м2, 4*10 м, усил.угол, бирюзовый"
509,"Ткань для стенда Altec ST-3, 500*95*230 см, изогнутый, односторонний"
511,"Термопленка NOVA-FLOCK PREMIUM, 0,50*2,5 м, 8434 - серый"
512,Матрица для торцевой подсветки (1200х2050х6мм)
514,Лист ПВХ RS-Foam 3*1560*3050 мм белый
516,Принтер EPSON SureColor SC- F2100
518,Деталь 51.0004.5058.00
520,Промо-набор оборудование
522,"Ткань Атлас 140г/кв.м, 1,6*95м, Термотрансфер"
523,ПП раструб равнопроходной d=32 мм/727 910 108
525,"Тентовая ткань ПВХ Nordfox, 650 г/м2, оранжевый, RAL 2004, 2,5*50 м, 1000*1000, 20*20, полуглянец"
526,"Термопленка NOVA-FLEX 3D, 0,50*25 м, 7570 - белый (экосольвент, латекс)"
527,"Ткань Шифон, 61 г/кв.м, 1,6м*142 м. Термотрансфер"
528,"Лента светодиодная SWG со скотчем 3М 2835, 60 LED/м, 6 Вт/м, 24 В, IP67, 20м, Цвет: Холодный белый"
530,"3M™ 50F Лента монтажная двусторонняя, адгезив – VHB, основа вспененный акрил, прозрачный 0,5мм х 12 мм x 66 м"
532,"3M™ 50F Лента монтажная двусторонняя, адгезив – VHB, основа вспененный акрил, прозрачный 0,5мм х 6 мм x 66 м"
534,Пленка 1910 F010 20/1270 Orajet
535,"Лента светодиодная SWG со скотчем 3М 2835, 60 LED/м, 4,8 Вт/м, 24 В, IP65, 5м, Цвет: Нейтральный белый"
537,Лист полипропиленовый Vikulen PREMIUM сополимер 19*1500*3000 мм серый
539,Лист полипропиленовый Vikulen OPTIMUM сополимер 4000*2000*5 мм серый
541,"Термопленка NOVA-FLEX PET HOLOGRAPHIC, 0,50*2,5 м, 1994 - розовый хамелеон"
542,"Ракель Uzlex WRAP M2, эргономичный, синий, мягкий (35%), 110*90 мм, 21910599"
544,"Тканевый стенд Altec ST-2, 300*65*230 см, волна, двусторонний + сумка"
546,"Скребок PE1000, натуральный, 1710х70х5 мм, 9 отв."
548,Фланец PP-Н  d. 25 мм./727 790 207
550,Резак KeenCut Evolution3 SmartFold 2.6m
552,"Ткань Ложная сетка 140г/кв.м, 1,65*58 м. Термотрансфер"
553,"Пленка самоклеящаяся мономерная Oracal 641 M 031 0,63*50 м"
554,"Ложная сетка 140г/кв.м, 1,65*63.4 Термотрансфер, New"
555,"Двусторонняя вспененная акриловая лента 3M GT6008F, 0,8 мм*12 мм*10 м, серая, пластиковый лайнер"
557,"Термопленка NOVA-FLEX CREATIVE GLITTER SPECIALS, 0,50*5 м, 6194 - искристый горчичный микс"
558,"Ткань для стенда Altec ST-2, 250*50*230 см, волна, двусторонний"
560,"Щелевая насадка Leister на Triac, 60 мм, для сварки внахлест"
562,"Ткань Суперэластик Адидас 250 г/м2/1,65м*17м Термотрансфер"
563,"3M™ 50F Лента монтажная двусторонняя, адгезив – VHB, основа вспененный акрил, прозрачный 0,5мм х 19 мм x 66 м"
565,"Ткань для стенда Altec ST-2, 400*80*230 см, волна, двусторонний"
567,"Тканевый стенд Altec ST-2, 250*50*230 см, волна, двусторонний + сумка"
569,"Тканевый стенд Altec ST-4, 250*40*230 см, полукруглый, двусторонний + сумка"
571,"Термопленка NOVA-FLEX PU GLITTER, 0,50*7,5 м, 1815 - сверкающий оранжевый"
572,"Неоновая лента светодиодная ELF NeonLine, 600 SMD 2835, 12 Вт/м, 12 В, IP68, 14 мм*10 м, фронтальный изгиб, синий"
574,"Термопленка NOVA-FLEX PU CARBON, 0,50*5 м, 1401 - белый"
575,Заготовка для отбойника/  полиэтилен/низкого давления/Polystone G натуральный/40х925х10 мм без М/О
577,Картины
579,"3M™ 100F Лента монтажная двусторонняя, адгезив - VHB, основа вспененный акрил, прозрачный 1мм х 9 мм x 33 м"
581,"Ткань Сиеста 63гр, 1,5м*59м, Термотрансфер"
582,Пленка самоклеящаяся Oracal 8500 F 060 1*50 м темно-зеленая транслюцентная
583,пленка поликарбонатная Bayer Makrofol DE 6-2 0.375ммх460х600мм
584,"Ткань полиоксфорд  238 г/кв.м, 1,6*98м. Термотрансфер"
585,"3M™ 100F Лента монтажная двусторонняя, адгезив - VHB, основа вспененный акрил, прозрачный 1мм х 12 мм x 33 м"
587,"Пленка самоклеящаяся Oracal 352 002 1,26*50 м серебряная, матовая"
588,Фотолюминесцентная пленка Lucentis-200 принт 1.24*20 м (марк. со стыком) матовая
589,"Термопленка NOVA-FLEX MIRROR, 0.50*2,5 м, 2120 - зеркальное золото"
590,"Пленка литая самоклеящаяся Oracal 970 G RA 197, 1,52*50 м, 110 мкм, metallic, лазурная, глянцевая"
591,"Ткань Футер 3-нит.петельный 320 гр/м2, 1,65м*40м, Термотрансфер"
592,"Термопленка NOVA-FLEX CREATIVE GLITTER, 0,50*5 м, 6002 - искристый черный"
593,"Термопленка NOVA PATCH-TWILL, 0,50*1,5 м, 8702 - черный"
594,"Неоновая лента светодиодная ELF NeonLine, 600 SMD 2835, 12 Вт/м, 12 В, IP68, 14 мм*10 м, фронтальный изгиб, пурпурный"
596,"Пленка монтажная Oratape MT-72 099 1,22*50 м"
597,"Пленка литая самоклеящаяся Oracal 970 G RA 905, 1,52*25 м, 110 мкм, special effect, черный галактический золотой, глянцевая"
598,"Неоновая лента светодиодная ELF NeonLine, 600 SMD 2835, 12 Вт/м, 12 В, IP68, 14 мм*10 м, фронтальный изгиб, теплый белый"
600,"Неоновая лента светодиодная интерьерная ELF NeonLine, 600 SMD 2835, 5 мм*5 м, 7 Вт, 12 В, IP53, боковой изгиб, зеленая"
602,Принтер Flora XTRA320K (4KM 512i)
604,Резак KeenCut Evolution3 BenchTop 2.1m
606,"Проставка для носителя SC-R5010/5010L MEDIA SPACER SC-R SERIES, C12C937271"
608,"Алюминий двусторонний для сублимации и УФ печати, 0,2*600*300 мм, сатин серебро"
610,"Промо-рулон Плёнка для печати Saviar белая 80 мкм 1,07*50 м, матовая"
611,"Тканевый стенд Altec ST-1, 200*20*230 см, прямой, двусторонний + сумка"
613,Лист фторопластовый/PTFE/политетрафторэтилен/белый/250х42х10 мм
615,"пленка поликарбонатная Makrofol DE 1-4 0,375mm x430mm x1000mm"
617,"Керамическая кружка для сублимации, 330 мл, класс AB, D=9 см, высота 10 см, 160 °С, белый/зеленый"
619,Переход ПП D180/200 серый
621,Профиль Н соединительный неразъемный 6х6000мм прозр
623,"PVDF тройник 225*6,9 стыковое соединение"
625,"PVDF тройник 225*10,8 стыковое соединение"
627,"Промо-рулон Пленка самоклеящаяся Plo Plo F 010 M 1,22*50 м белая, матовая"
628,"Ткань Атлас 130 г/кв.м, 1,6*152 м. Сублимация"
629,"Промо рулон Холст натуральный выбеленный, 100% хлопок, 0.914x3m, 380G, мат"
630,"Ткань Ложная Сетка 135 г/м2, 110м*1,6м, Термотрансфер, А"
631,"Образец Aтлас 140 гр/м2, 1,6*1 м Термотрансфер. ESWA"
633,"Прокладка для автоклавирования SteriPad 880х930х3 мм, 718 отверстий,  д. 20 мм"
635,"Пленка полимерная самоклеящаяся Oracal 551 G 050, 1,26*50 м, 70 мкм, темно-синяя, глянцевая"
636,"Термопленка NOVA SUBLI-FLOCK B, 0,50*25 м, 8501 - белый (сублимация)"
637,"Стальная композитная панель Grossbond 4000x1250x2 мм, (st. 0,2 mm), Г4, цвет 9003 Белый"
639,"Неоновая лента светодиодная интерьерная ELF NeonLine PVC, 600 SMD 2835, 7 Вт, 12 В, IP20, 8 мм*1 м, боковой изгиб, розовая"
640,"Конструкция для тканевого стенда Altec ST-4, 300*45*230 см, полукруглый, двусторонний + сумка"
642,"Бейсболка UC Basic, 100% хлопок, полувелюр, 180 г/м2, зеленый"
644,"Пленка литая самоклеящаяся Oracal 970 G RA 056, 1,52*25 м, 110 мкм, ледяной голубой, глянцевая"
645,"Тонировочная пленка Carbon RI 05 (1,52m x 30m)"
646,"Термопленка NOVA-FLEX REFLEX, 0,50*10 м, 6420 - золотой металлик"
647,"Пленка литая самоклеящаяся Oracal 951 G 334, 1,26*50 м, 50 мкм, пожарный красный, глянцевая"
648,Образец ПВХ ALBUS (Израиль)  4x1000x1000мм
650,"Пленка полимерная самоклеящаяся Oracal 551 G 164, 1*50 м, 70 мкм, лазурно-синий, глянцевая"
