,name
12512,"Двусторонняя вспененная полиэтиленовая акриловая лента BF08+ SM Chemie™ 0,8*6 мм*50 м, чёрная, пластиковый лайнер"
12513,"Алюминиевая композитная панель Bildex 3*1500*4000 мм, (al 0,2 мм) цвет мокрый асфальт BL 9007 RAL 9007"
12515,Пружина 220.200 487
12517,"""Уплотнение ПКО.08.16.001 (И1)"" /Polystone М натуральный"
12519,Ванна из ПВХ/157х37х75 см
12521,Режущий плоттер Summa S class 3 T140
12523,Люминисцентная добавка  UVITEX OB 9950
12524,"Флажная сетка 90 г/м2, 1,6*150 м Прямая печать. Ровный край. T"
12525,Лист ПК монолит. Monogal 6х2050х3050 мм прозрачный
12527,"Термопленка NOVA-FLEX PREMIUM, 0,50*10 м, 1084 - персиковый"
12528,"Ткань NOVAtextile Backlit 180г/м2 1,6*22м (Новатех)"
12529,Лист полиэтиленовый высокомолекулярный/Polystone D white/белый/600х498х20 мм
12531,"Монолитный поликарбонат Полигаль КОЛИБРИ 4*2050*3050 мм, светорассеивающий"
12533,Лист полипропиленовый/Polystone P natural/натуральный/1500х97х20 мм
12535,Лист ПВХ Vikupor 4x1560x3050 мм белый
12537,014-4202-00 Ремень
12539,"Поликарбонат монолитный зеркальный IRROX-REFLECTION GP, 4*1250*2000 мм, золото"
12541,"Сварочный пруток/Vikulen сополимер/круглый/3 мм серый, 6 кг"
12543,Образец Термотрансферная пленка Stahls Cad-Cut PolyTwill 0.5х3m
12544,"Световозвращающая пленка Vikulux 3300 1,24*50 м, оранжевый"
12545,"Термотрансферная пленка Plotterfilms Flex Soft Shell SSF370 0,5*20 м оранжевый, против миграции сублимационных красок, для сложных тканей"
12546,Лист ПК монолит. Borrex станд. 2050х3050х4мм опал.
12548,"Лента клеящая  двухст. Hi-Bond прозрач. (VST4100C, 33 м, 0.004 м, 0,157 кг., 1,0 мм)"
12550,ПП кран запорный шаровой д-50 мм/167 546 406
12552,"Алюминиевая композитная панель Bildex 3*1500*4000 мм, (al 0,3 мм) цвет графитовый BХ 7024 RAL 7024"
12554,"Бумага Ситилайт Vilaseca Skylight 135 г/м2 1,27м * 94м, сольвент, UV, латекс н6930"
12555,Профиль(перила) полиэтиленовый/низкого давления/Polystone G blue UVP/синий/1200х345х12 мм
12557,ПП отвод 90о  d=50 мм/727 100 110
12559,"PVDF отвод 90, д-25 мм/30.068.0025.21"
12561,ПЭ переходник   d 75 - 40 мм/SDR 11/753 908 666
12563,"Пленка самоклеящаяся Orajet 3981 RA+ 010 1,37*50 м, белая"
12564,"Ткань Интерлок (Прима без стрел) 135г/м2 46 м*1,65 м Термотрансфер"
12565,Монолитный поликарбонат Ecovice 10*2050*3050 мм прозрачный
12567,"Термопленка NOVA-FLEX LOWTEMP/3 SEC, 0,50*10 м, 1573 - ярко-красный"
12568,Лист ПК Lexan 9030 0.75*1250*2050мм прозр.
12569,"Ткань Ложная сетка 210 г/кв.м, 1,6*42,2м. Термотрансфер Y"
12570,"Ткань Бифлекс 230гр/м2, 1,55*37м, Термотрансфер"
12571,"Монолитный поликарбонат Полигаль КОЛИБРИ 4*2050*3050 мм, белый светорассеивающий"
12573,"Пленка для печати Orajet 3640 G F 010 1,05*50 м белая, глянцевая (постоянный клей)"
12574,Крепление РР black d. 50/167 061 040
12576,"Холст Indorian натуральный выбеленный, 65% хлопок, 350 г, 1,27*30 м, глянцевый"
12577,"Лента светодиодная гибкая интерьерная VIKULED Maximum-10060W-50 (60 SMD 5050/м, 5м, 14.4 Вт/м, 1140лм/м, интер.) на белой подложке"
12579,"Баннер ламинированный Frontlit (Индия) (А) 440гр, 50x1.6м мат 500Dx300D, 18x12"
12580,"Модуль светодиодный ELF VIVO+ IV PRO, 4SMD диод 2835, IP67, 180 лм, 2,1 Вт, белый"
12582,"Сатен 185г/кв.м, 1,6*87м. Термотрансфер. Ровный край"
12583,"PVDF колено 90⁰, d32, стыковое соединение"
12585,"Труба ПП/PP-H PN 10/д-40х3,7 мм, 5 м/167 480 714"
12587,"Пленка для печати Orajet 3620 G F 010 1,05*100 м белая, глянцевая (легкосъёмный клей)"
12588,LBLU-10 Х 88-6-12V-B (синий)
12590,"Пленка Orajet 3164M F010 1,6*50 м белая, матовая"
12592,Пленка 3620M F000 50/1000 Orajet(НЕ ПРОИЗВОДИТСЯ)
12593,Oracal Pre-wash surface cleaner
12595,"Стритлайн без поля  квадр желтый (внутр размер 1,19х0,62)"
12597,6615 (образец)
12598,Лист ПК LTC 10 /2RS/1700  2100x12000 синий
12600,"Баннерный стенд Press Wall, конструкция+баннер, 600*200 см"
12602,"Баннерный стенд Press Wall, конструкция+баннер, 250*200 см"
12604,"Баннерный стенд Press Wall, конструкция+баннер, 150*200 см"
12606,"Плёнка ПЭТ Бэклит Manoor 190 г, 150 мкм, 1,52*30 м, матовая"
12607,"труба ПП d= 200х3,0мм, 5м/12.705.0200.00"
12609,PVDF тройник 90 d25 /735 208 607
12611,"труба ПП d= 500х15,3мм, 5м/12.705.0500.33"
12613,Нож Ниндзя
12615,"Образец Световозвращающая пленка Lucentis LCR-5000 печатная синяя, тип А, класс I 1,22*5 м (с маркировкой)"
12617,"Баннерный стенд Press Wall, конструкция+баннер, 600*250 см"
12619,Режущий плоттер Summa S class 3 T120
12621,"Прима, 140 г/кв.м,  1,63*100м. Термотрансфер"
12622,FB1500 - разделённый конвейер
12624,FB1500 - Щетка для очистки конвейера
12626,FB1500 - Система очистки конвейера Air Blade
12628,"Противоскользящая лента Mehlhose, универсальная, 50 мм*18,3 м, красный"
12630,"Монолитный поликарбонат Полигаль КОЛИБРИ 5*2050*3050 мм, белый светорассеивающий"
12632,"Монолитный поликарбонат Полигаль КОЛИБРИ 6*2050*3050 мм, белый светорассеивающий"
12634,"Монолитный поликарбонат Полигаль МОНОГАЛЬ 1,8*2050*3050 мм, светорассеивающий"
12636,"Направляющая цепная Т3 PE 1000 зелёный 13,4х25х2000 мм"
12638,Направляющая цепная Т3 PE 1000 зелёный  12х45х2000 мм
12640,силиконовые ножки для разделочных досок
12642,"Ткань Футер 3-нит. 330гр/м2/ 1,65*37,4 м"
12644,Пленка 383 F001 25/1220 Oracal хром
12645,"Термопленка NOVA-FLEX SPORT, 0,50*25 м, 1243 - розовый неон"
12646,"Пленка самоклеящаяся мономерная Oracal 641 G 047 1*50 м оранжево-красная, глянцевая"
12647,"Пленка для ламинации мономерная Oraguard 210 М 000 1,55*50 м обратная намотка"
12648,Пленка SAV 120 F010 50/1070 глянц.
12649,Пленка SAV 120 F010 50/1070 мат.
12650,"Промо-рулон Design Ecoprint ""Мелкий песок"", виниловые на флизелиновой основе, 1,06*2 м, образец"
12651,"Образец Световозвращающая микропризматическая пленка Lucentis Ant-8000 печатная белая, тип Б, класс IIб 1,22*3 м (с маркировкой)"
12652,Пленка SAV 120 F010 50/1270 мат.
12653,"Термопленка NOVA-FLEX SPORT, 0,50*25 м, 1240 - желтый неон"
12654,Пленка SAV 120 F010 50/1370 мат.
12655,Пленка SAV 120 F010 50/1370 глянц.
12656,Втулка переходная ПВХ д-200-160 мм/PN 16/721 900 392
12658,Образец Лист акрил. EVOGLAS NEO XT 4*2050*3050 мм GE прозрачный 92%
12660,FB2412 - Челночная система стола (ДВОЙНАЯ)
12662,"Тонкая двусторонняя лента 2708 SM Chemie 0,02*19 мм*50 м, ПЭТ основа, акриловый адгезив, пластиковый лайнер"
12663,"Пленка самоклеящаяся Orajet 3551 G DT 101 1,26*50 м, белая, глянцевая"
12664,"Пленка самоклеящаяся Oracal 8100 F 005 1,26*50 м средне-синяя транслюцентная"
12665,"Тонкая двусторонняя лента 2708 SM Chemie 0,02*9 мм*50 м, ПЭТ основа, акриловый адгезив, пластиковый лайнер"
12666,Фланцевый адаптор ПВХ д-63/DN50 мм/PN 16
12668,Клер 140 Р0-28 1350 мм х 125 м
12669,Направляющая поворотная цепная 100х30мм R=610
12671,Лист полипропиленовый/Polystone P natural/натуральный/2000х1000х20 мм
12673,"Баннер ламинированный Frontlit (Индия) (А) 340гр, 50x1.6м мат 500Dx300D, 18x12"
12674,"Пленка самоклеящаяся мономерная Oracal 641 G 055 1*50 м мятная, глянцевая"
12675,"Ткань Габардин 150г/кв.м, 1,6м*107м. Термотрансфер P"
12676,"Тонкая двусторонняя лента с нетканой основой 1506-140 SM Chemie 0,14*6 мм*50 м, акриловый адгезив, бумажный лайнер"
12677,"Пленка самоклеящаяся мономерная Oracal 641 G 062 1*50 м светло-зеленая, глянцевая"
12678,"Прокладка SteriPad круглая 890х3 мм, 423 отв., 25 мм, шагрень"
12680,"Образец лист силиконовой пленки на присосках Novalight T, лист 685*500 мм, 115 мкм, глянцевая, прозрачный (UV, офсет)"
12681,"Пуансон №10 для пресса ""Урал/Урал У"""
12683,"Емкость ПП под сыпучие материалы 0,25 м3"
12685,PVC-U муфта  d. 75мм/721 910 112
12687,Образец Пленка SAV2 100 mc белая 2/1270 матовая
12689,"Ткань Блэкаут 250г/кв.м, 1,6м*40м. Термотрансфер"
12690,"Двусторонняя акриловая лента ORABOND 1397 PP, 0,21 мм*9 мм*5 м, прозрачная"
12692,Ремень приводной плоский 00016067
12694,Ремень резиновый круглый 00016155
12696,"Баннер короткий Fresh ламинированный Frontlit 280гр, 75x1.6м мат 300Dx200D, 18x12"
12697,"Адаптор медь-ПВХ/PN 16/720 910 711/д-63-2"""
12699,"Ткань Габардин Люкс Премиум, Термотрансфер, 160 г/кв.м, 1.6*120 м А"
12700,"Ткань Ника лайт 130гр/м2/1,65м*55 м  Термотрансфер"
12701,Монолитный поликарбонат Diffusion borrex оптима 4*2050*3050 мм (ОПАЛ)
12703,"Сетка (Т) MESH 320 гр/м2 3,2х50м с подложкой 1000х1000Д (9х9)"
12704,"Набор силиконовых накладок для ракеля RUBBER, 2шт. в упаковке"
12706,"Баннер ламинированный Frontlit (Индия) (А) 440гр, 30x3.2м мат 500Dx300D, 18x12"
12707,"Ткань Атлас 130 г/кв.м, 1,6*101 м. Сублимация"
12708,Датчик температуры SZA 72
12710,Алюминиевый профиль 130 х 6000  Россия
12712,"Поликарбонат монолитный двухсторонний зеркальный IRROX-REFLECTION GP, 3*1200*2000 мм, золото"
12714,"Зажим троса Зубр DIN 741, 5 мм, 100 шт"
12716,"Лезвие OLFA SKB-2/5B трапецевидное, 17,5 мм (5 шт.)"
12717,"Термотрансферная пленка Plotterfilms Flex Classic Glitter G350 0,5*25 м глиттер красный"
12718,"Термотрансферная пленка Plotterfilms Flex Reflex Elastic Silver 0,6*10 м световозвращающая серебрянная"
12719,Образец А4 пленка самоклеящаяся Foletti F031 G глянцевая красная (о8314)
12721,"Нож OLFA HOK-1 с винтовым фиксатором (лезвие 20 мм, крюковое)"
12723,PVC-U фланец d-50 мм DN40/721 700 010
12725,"Стержень РОМ/черный/д - 110 мм, 1 м"
12727,ПЭ отвод 90о d-50/753 018 685
12729,"Ракель FUSION Hornet 6"""
12731,"Ракель FUSION Hybrid 6"""
12733,"Инструмент вырубной 13,3x11,62 Для модуля 5239/4140 MSX001A 968NOM 000"
12735,Пленка  5000  F056  50/1220 Oralite
12736,Отвод 90 ПВХ д-32 мм/PN16/721 100 108
12738,"Рулонный DTF принтер A3 2030-X5, 2 печатные головы (Epson I1600-A1), с шейкером-сушкой DF300"
12740,"Зажим троса двойной Зубр, М6, 5 мм, 35 шт"
12742,Лист полипропиленовый VikuLen сополимер серый 3000*1500*6 мм (образец)
12744,"Полиэтиленовый черный пакет, размер 380х500 мм, нанесение с одной стороны, 2 цвета"
12746,Лист Sustamid 6G natural 1000*1000*110 mm натуральный
12748,Тройник ПВХ д-75 мм/721 200 112
12750,"Термопленка NOVA PATCH-TWILL, 0,50*5 м, 8701 - белый"
12751,Муфта переходная ПВХ д-75 мм/721 550 412
12753,Профиль 2F trim  черный
12755,Лист ПК сот. Sunnex 2100х12000х10мм прозрачный
12757,"Бумага Blueback Torras, 1.6*67м, 115г, сольвент, н8744"
12758,"Баннер короткий Vikuflex литой Frontlit 400 г, 1,37*40 м полумат 1000D*1000D, 16*16"
12759,Образец Пленка SAV 100 mc Vikujet 2/1070 глянцевая супербелая
12761,"Баннер A ламинированный Frontlit 440гр, 40x2.2м мат 500Dx300D, 18x12"
12762,"Баннер A ламинированный Frontlit S 280гр, 45x3.2м мат 300Dx200D, 18x12"
12763,Муфта переходная ПВХ д-75-50 мм/721 910 928
12765,"Модуль светодиодный ELF VIVO-2019, 2SMD диод 2835, IP67, 82 лм, 1 Вт, зеленый"
12767,"Ткань Атлас 130 г/кв.м, 1,6*148 м. Сублимация"
12768,"Бумага постерная 170 гр матовая 1,27*100м, сольвент, UV, латекс"
12769,Плата управления обратным давлением UVinja-2030
12771,"Антигравийная полиуретановая пленка Oraguard 2815 GF 000, 1,52*25 м, 160 мкм, прозрачная, глянцевая"
12772,"Вырубная плита ProCut V d400, 12 мм"
12774,"Баннер A ламинированный Frontlit S 280гр, 40x3.2м мат 300Dx200D, 18x12"
12775,Воздушная помпа UVinja-2030
12777,Монолитный поликарбонат Ecovice 6*2050*3050 мм прозрачный
12779,"Пленка самоклеящаяся мономерная Oracal 620 M 010 1,26*250 м"
12780,Тройник ПВХ д-63 мм/721 200 111
12782,Стритлайн 1220*650 бордовый прямоугольный
12784,"Световозвращающая пленка Lucentis LCR-5000 печатная желтая, тип А, класс I 0,46*45,7 м (с маркировкой)"
12785,"Световозвращающая пленка Lucentis ANt-8000 белая 0,46*45,7 м. Тип Б, класс IIб. Печатная, микропризматическая, с маркировкой"
12786,Комплект сегментов РЕ 1000 зеленый  12мм (48 штук)
12787,Транспарент Цедро-150 Гьялло
12788,"Резак OLFA PC-S для пластика лезвие 8 мм, 2 шт. в комплекте"
12789,"Тонкая двусторонняя лента с нетканой основой 1506-90 SM Chemie 0,09*6 мм*100 м, акриловый адгезив, бумажный лайнер"
12790,"Ткань Флис Премиум, 290 г/кв.м, 25.3м*1,65м, Термотрансфер А"
12791,"Ткань Таффета 70 г/кв.м, 1,6*198 м Термотрансфер"
12792,"Оксфорд POLI, 215 гр/м2, 76м*1,5м, Термотрансфер Y"
12793,"PVC-U тройник равнопроходной, д-32 мм/721 200 108"
12795,Заготовка арт. №22-226.00.007/PPh grey/4х609х678
12797,Заготовка арт. №22-226.00.001/PPh grey/20х20х610
12799,Муфта переходная ПВХ д-50-32 мм/721 910 922
12801,Пленка 3850 F010 25/1520 Orajet
12802,"Термотрансферная пленка Plotterfilms Flex Soft Shell SSF540 0,5*20 м зеленый, против миграции сублимационных красок, для сложных тканей"
12803,"Образец Фотобумага для печати водными/пигментными чернилами Photo Satin, 240гр., 1,067*2м"
12805,Комплект держателей вала
12807,"Каландр масляный JC-26B 420*3200 мм, 48 кВт, 4 пневмовала"
12809,Краска полиграфическая  УФ 161 Флюоресцентная Розовая 806
12810,Каландр CPT-20 Ширина: 120см Диаметр вала: 21см
12812,FB1812 - Двойной стол
12814,Муфта переходная ПВХ д-32 мм/721 550 408
12816,"Алюминиевая композитная панель Bildex 4*1220*4000 мм, (al 0,4 мм) цвет Антрацит RAL 7016 в Г1"
12818,Краска полиграфическая УФ 161 Опак Белая
12819,Краска полиграфическая  УФ 171 Рефлекс Голубая
12820,Образец Световозвращающая пленка Vikulux 3100 черный (А4)
12822,Развальцовка для люверса круглого Л-20
12824,"Блэкаут 250 г/м2, 1,6*50 м Термотрансфер. ESWA"
12825,"Ткань Таффета 70 г/кв.м, 1,6*208 м Термотрансфер"
12826,Труба полипропиленовая D=710x12мм х 5м
12828,Сварочный пруток/Vikulen сополимер/круглый/4 мм коричневый 5 кг
12830,"Плёнка для ламинации new 1,27x50м, 80мк, глянец (склеенный рулон)"
12831,"Пленка антигравийная Oraguard 280 GF 000 1,26*25 м полиуретан для авто, прозрачная, глянцевая"
12832,"Сатен 140 гр/м2, 1,6*100 м. Термотрансфер. ESWA"
12833,"Пена монтажная зимняя профессиональная Akfix 812P, 850 мл"
12835,"Пена противопожарная профессиональная Akfix 820P, 850 мл"
12837,Лист полиэтиленовый/сверхвысокомолекулярный/Polystone M natural/натуральный/2000х1000х80 мм
12839,Штуцер ПВХ д-20 мм/721 960 406
12841,Муфта переходная ПВХ /721 910 841
12843,"Акриловое стекло: Ирпен 2,05х3,05 5мм 010001 прозрачный"
12845,"Алюминиевая композитная панель Bildex 4*1500*4000 мм, (al 0,4 мм) цвет черный BX 9005 RAL 9005 в Г4"
12847,"Сатен 185 гр/м2, 1,6*100 м. Термотрансфер. ESWA"
12848,"Светоотражающая ТМ 3500 белая 1,24*45,7м"
12849,Лист ПВХ Vikupor Light 2x1560x3050 мм белый (10 шт/уп)
12851,"PVC-U двойной ниппель 3/4"" /721 911 907"
12853,Краска полиграфическая  УФ 171 Желтая
12854,"Промо-рулон баннер Vikuflex ламинированный транслюцентный Backlit 510гр, 2x1.6 мат 500Dx500D, 18x12 new"
12856,Моб.стенд стенка
12858,Образец лист полипропиленовый VikuLen OPTIMUM сополимер серый 3000х1500х8 мм
12860,"Плёнка ПЭТ Бэклит 0.914x30м, 190 гр (150мк), мат"
12861,"PVDF колено 90⁰, d20, стыковое соединение"
12863,"PVDF колено 90⁰, d25, стыковое соединение"
12865,Шаровой кран 546 PVC-U/EPDM d32DN25/161 546 024
12867,"Лезвие OLFA RB18-2 круговое, 18 мм, 2 шт"
12868,"PVDF тройник 200*9,6 стыковое соединение"
12870,"Промо-рулон Фотобумага Indorian (изг. Felix Shoeller - Германия) водные/УФ, 1,067*2м, 200г, мат"
12872,"Полистирол листовой Gebau GPPS 2*2000*3000 мм прозрачный глянцевый, общего назначения"
12874,"Бумага постерная Lokipix 200 г матовая 1,27*100 м, сольвент, UV, латекс"
12875,"Бумага Ситилайт Vilaseca Skylight 135 г/м2 1,6м * 58м, сольвент, UV, латекс н6931"
12876,"Баннер короткий Vikuflex литой Blackback 450 г, 3,2*40 м полумат 1000D*1000D, 18*18"
12877,"Стержень РОМ/натуральный/д - 40 мм, 2 м"
12879,Roll-up стенд Coleido Premium (Капля) 150*200 см
12881,"Баннер VikuFlex ламинированный Blackout, двухсторонний, 440гр, 50x1.6м мат 300Dx300D, 40x42"
12882,"Клей цианакрилатный WIKO SG 20, 20 гр, овальная банка, Вязкость: средняя"
12884,"Клей цианакрилатный Mercel MC-312, 20 г. Вязкость: средняя"
12886,L-коннектор UVinja-2030
12888,Профиль (поручень) полипропиленовый/Polystone P dark blue/темно голубой/2400х62х8 мм
12890,Панель для печати ALBUS Composites белая 10*2000*3000 мм 1M
12892,"Сетка баннерная короткая Г1 370 г, 3,2*35 м мат 1000D*1000D, 9*9 с подложкой"
12893,Кнопка перезапуска UVinja-2030
12895,"Vagner trim L, 50mm, красный"
12896,"Активатор Akfix 705, 200 мл"
12898,Уголок Flexiframe синий глянец
12900,"Пленка для печати Ritrama Ri-Jet M80 прозрачная глянцевая 1,37*50 м"
12901,Монолитный поликарбонат Novattro 3*2050*3050 мм прозрачный
12903,399-610s - Режущая голова для плоттеров SummaCut (до 2011)
12905,Деталь/полиэтилен М натуральный/2045х680х20 мм
12907,Деталь/полиэтилен М натуральный/1885х680х20 мм
12909,Лист полипропиленовый Vikulen PREMIUM сополимер 8*1500*4000 мм голубой
12911,"Тюбинг алюминиевый 25х25х1,5 , 6м"
12913,"Пленка ПВХ для нат.потолков MSD Classic glossy, 230 г/м2, 180 мкм, 3,6 м*100 м, белый"
12914,Деталь/полиэтилен М натуральный/2430х435х20 мм
12916,"Пленка ПВХ для нат.потолков MSD Classic matte, 230 г/м2, 180 мкм, 3,6 м*100 м, белый"
12917,Деталь/полиэтилен М натуральный/2339х1052х20 мм
12919,"Герметик гибридный Akfix Мультисил, 600 мл, RAL7023, серый бетон"
12921,Монолитный поликарбонат Ecovice 8*2050*3050 мм белый
12923,Уголок Flexiframe белый глянец
12925,Профиль (поручень) полипропиленовый/Polystone P dark blue/темно голубой/2004х48х8 мм
12927,"Образец пленка монтажная ПВХ с подложкой 1,27 *1 м (с разметкой)"
12928,"Проф. основ. двуст. анод. 49мм  (6/6,05м) (Framelight20)"
12930,Режущий плоттер Summa S class 3 TC75 OPOS CAM
12932,137195 Пружина фиксир. 49мм
12934,Профиль 1L trim  красный
12935,"Ткань Таффета 70 г/кв.м, 1,6*236 м Термотрансфер"
12936,"Ткань Таффета 70 г/кв.м, 1,6*295 м Термотрансфер"
12937,"Баннер короткий Vikuflex литой Frontlit 510 г, 1,1*40 м полумат 1000D*1000D, 18*18"
12938,"труба ПП d= 63х5,8мм, 5м/12.705.0063.11"
12940,"Сатен 185 гр/м2, 1,6*135 м. Термотрансфер. ESWA"
12941,Пленка SAV 100 mc Vikujet (Neojet) белая 50/1520 матовая
12942,"Сатен 185 гр/м2, 1,6*75 м. Термотрансфер. ESWA"
12943,"Ткань Таффета 70 г/кв.м, 1,6*243 м Термотрансфер"
12944,"Суперклей Akfix 705, 65 мл"
12946,Пленка 975 CA F070 50/1520 Oracal
12947,Профиль R 119 21x9 mm /Polystone M бухта 60 м.
12949,"Труба ПЭ 100/PN 16/д-25х3,5 мм, 5 м/193 017 207"
12951,"Перфорированный лист 820Х820Х3 мм, 1521 отв. - Образец"
12953,"Алюм.профиль ALU-BOX 130DL, двусторонний, неанод, длина 6,0 м"
12955,Ремень приводной плоский 00017650
12957,"Пленка ПВХ для нат.потолков MSD Ideal satin, 230 г/м2, 190 мкм, 5 м*100 м, белый"
12958,"Баннер короткий Vikuflex ламинированный транслюцентный Backlit 510гр, 40x1.6 глянец 500Dx500D, 18x12"
12959,Деталь/полиэтилен М натуральный/1120х850х20 мм
12961,Стержень ПЭНД Polystone G black/черный/д-20 мм/1 м
12963,"Герметик силиконовый 100Е Akfix, универсальный, 50 мл, прозрачный"
12965,Профиль Flexiframe 2400 мм  черный матовый двухст
12967,Профиль (поручень) полипропиленовый/Polystone P dark blue/темно голубой/1500х48х8 мм
12969,Парковка для головки i3200-U1 UVinja-1800
12971,"Клей ПВА Akfix D3, 10 кг, белый"
12973,"Пленка самоклеящаяся Orajet 3301 F 901 1,37*50 м хром"
12974,Профиль 2F trim  желтый
12975,Профиль 2L trim  желтый
12976,"Образец Лист акрил. Loriglas литой 3*1000*1000 мм, светло-красный"
12978,"Стержень Sustamid 6G MO black д-70 мм, 3,0 м черный"
12980,Профиль 2F trim  красный
12982,Профиль 2L trim  серебро мат
12983,F образный профиль 25 мм серебро глянец
12984,Мастер макет для SX-4 в тубе
12985,Пленка 3164XМ F010 50/1000 Orajet
12986,"Труба профильная полипропиленовая серая Polystone PP-H 50х50х4мм, 5м"
12988,"Профиль угловой под 3 мм PR SC003, анод., 6.1 м, 1,64 кг"
12990,Лист полиэтиленовый/низкого давления/Polystone G natural/натуральный/2000х1000х12 мм
12992,"Пленка ПВХ для нат.потолков MSD Ideal matte, 230 г/м2, 210 мкм, шагрень № 3, 5 м*100 м, белый"
12993,"Ткань Таффета163, 55г/м2 1,6*391 м, Термотрансфер А"
12994,"Ткань Таффета163, 55г/м2 1,6*316 м, Термотрансфер А"
12995,"Пленка ПВХ для нат.потолков MSD Prestige glossy, 260 г/м2, 205 мкм, 5 м*100 м, белый"
12996,"Блэкаут 250 г/м2, 1,6*100 м Термотрансфер. ESWA"
12997,Пленка 975 BR F091 13/1520 Oracal
12998,Пленка 3164XG F010 50/1520 Orajet
12999,Профиль 2L trim  белый
13001,"Двусторонняя вспененная акриловая лента G06 SM Chemie™ 0,6*12 мм*33 м, серая, пластиковый лайнер"
13002,"Термопленка NOVA-FLEX PREMIUM, 0,50*5 м, 1054 - светло-красная роза"
13003,Профиль 2L trim  синий
13005,"Аэрозольная акриловая краска Akfix, 400 мл, RAL3002, карминово-красный"
13007,"Термопленка NOVA-FLEX PREMIUM, 0,50*2,5 м, 1097 - роза"
13008,Профиль 1F trim  белый
13010,"Ткань полиоксфорд  238 г/кв.м, 1,6*75 м. Термотрансфер"
13011,"Прокладка Steripad 2125х450х3 мм, отв. 25 мм"
13013,"Лента светодиодная гибкая интерьерная VIKULED Optimum-10060W-35  (60 SMD 3528/м, 5м, 4.8 Вт/м, 300лм/м, интер.) на белой подложке"
13015,"Поликарбонат ""STRONEX"" СПК UV 6H/2  6ммх2100x6000 прозрачный"
13017,"L-профиль Gehr 420 черный 20x20x2,0мм   3,0 м"
13019,Прожектор гал. 150 Вт ТН3001 черный
13021,Деталь/полиэтилен М натуральный/850х800х20 мм
13023,"Клеммшина Gehr 255 прозрачная, 6мм, 3,0м"
13025,F образный профиль 25 мм золото глянец.
13026,Пленка 3162XM F010 50/1370 Orajet
13027,Деталь/полиэтилен М натуральный/984х875х20 мм
13029,Проявитель д/ручной проявки негативных  пластин WH-3 (1 л)
13031,Roll-up стенд Coleido Exclusive 60*200 см
13033,Чернила LYSON маджента J/LODhv (1канистра = 1литр)
13035,"Пленка световозвращающая Oralite 5400 060 1,235*50 м, зеленая"
13036,"Термопленка NOVA-FLEX LOWTEMP/3 SEC, 0,50*5 м, 1523 - сверкающий серебряный металлик"
13037,Баночка для краски
13039,"Промо-рулон Бумага Ситилайт Vilaseca SkyLight, 1,6*2 м, 135 г, сольвент, UV, латекс"
13041,Лист полипропиленовый/Polystone PPs EL black /3000х1500х10 мм
13043,Стержень Sustamid 6 G OL yellow 120*1000 mm желтый
13045,"Стержень Sustason PPSU MG серый  д. - 12 мм, 3м"
13047,Чернила LYSON синий дилют LODhv (1канистра = 1литр)
13049,"Труба ПЭ-100 d = 250х6,2 мм, 5 м/25.705.0250.41"
13051,"Клеммшина Gehr 367 белая, 3,0м"
13053,Лист Sustamid 6G MO black 2000*1000*30 mm черный
13055,Пленка 1668 G F010 50/1260 Oracal
13056,Монолитный полистирол Полигаль ПЛАЗГАЛЬ GPPS 2*2050*3050 мм прозрачный
13058,Лист полипропиленовый VikuLen сополимер серый 3200*1000*19 мм
13060,"Блок питания Mean Well, герметичный, LPV-60-24, в пластиковом корпусе"
13062,"Бумага для скроллеров 163г/м2 (132мк). Polyman. Ширина 3,15м, намотка 150м"
13063,"Стержень РОМ/натуральный/д - 50 мм, 2 м"
13065,"Прокладка Steripad 2125х497х3 мм, отв. 25 мм"
13067,"Контроллер ELF RGB 12/24В, 3А с сенсорным управлением"
13069,"Флажная сетка 90 г/м2, 1,6*85 м Прямая печать. Ровный край. T"
13070,"Образец Ткань Флаговая 110гр, 1,6*1м. Термотрансфер"
13072,"Бумага постерная Lenza-Affiche Blue 115g/m2  1,6x10m"
13073,Футеровка емкости/5000х1000х2000 мм
13075,"Самоклеящаяся ПВХ-пленка HANKER Econom, 80 мкм, белый клей, белая матовая, 1.07*50 м (Зенон)"
13077,Вспененный листовой ПВХ Vikupor 3*1560*3050 мм белый
13079,Roll-up стенд Coleido Premium (Капля) 300*200 см
13081,"Прокладка SteriPad 810х810х3 мм, 169 отв"
13083,Уголок Flexiframe серый матовый 3-х лучевой
13085,Уголок Flexiframe зеленый матовый 4-х лучевой
13087,Профиль алюм.  130х6000 мм  к обработанному уголку
13089,"Лента термотрансферная, 1 рулон, длина 66м"
13090,Лист Sustarin РОМ C/натуральный/1000х1000х6
13092,"Тонкая двусторонняя лента 880-200 SM Chemie 0,2 мм*50 мм*50 м, ПЭТ основа, акриловый адгезив, бумажный лайнер"
13093,Лист полипропиленовый/Polystone PPs серый/3000х1500х8 мм
13095,"Сетка баннерная короткая Г1 370 г, 3,2*30 м мат 1000D*1000D, 9*9 с подложкой"
13096,Лист акрил. Acryma 72 1*1250*2050 мм прозр
13098,"L профиль белый, 20х20х1мм, 2.75м (Россия)"
13100,Профиль 2F trim  бронза
13101,"PP-H бурт под фланец (SDR 17.6, серый, диаметр 110мм)"
13103,"Крышка  4815   анод.  3,1 м серый"
13105,"Набор лезвий для скребка L-EDGE синие мягкие, 20шт"
